,Blueprint ID,Material Type,Quantity,Material ID
11763,22783,skills,1,3380
11764,22783,materials,12011,34
11765,22783,materials,9764,35
11766,22783,materials,2863,36
11767,22783,materials,1097,37
11768,22783,materials,553,38
11769,22783,materials,378,39
11770,22783,materials,228,40
11771,22853,products,1,22852
11772,22853,skills,4,22242
11773,22853,materials,50,21009
11774,22853,materials,40,21013
11775,22853,materials,50,21017
11776,22853,materials,150,21019
11777,22853,materials,50,21021
11778,22853,materials,100,21023
11779,22853,materials,100,21025
11780,22853,materials,250,21029
11781,22853,materials,10,21035
11782,22853,materials,50,21037
11783,22853,materials,100,24558
11784,22853,materials,50,24560
11785,22853,materials,250,57473
11786,22853,materials,250,57477
11787,22853,materials,5000,57478
11788,22853,materials,2500,57486
11789,22853,materials,15,57487
11790,22853,materials,1,57489
11791,22876,products,1,22875
11792,22876,skills,5,3380
11793,22876,skills,4,23124
11794,22876,materials,1,23171
11795,22876,materials,1,23131
11796,22876,materials,566,34
11797,22876,materials,504,35
11798,22876,materials,186,36
11799,22878,products,1,22877
11800,22878,skills,5,3380
11801,22878,skills,2,23124
11802,22878,materials,1,23168
11803,22878,materials,1,23169
11804,22878,materials,566,34
11805,22878,materials,504,35
11806,22878,materials,186,36
11807,22878,materials,1,23141
11808,22878,materials,1,23142
11809,22878,materials,1,23138
11810,22878,materials,1,23140
11811,22878,materials,1,23172
11812,22878,materials,1,23139
11813,22878,materials,1,23171
11814,22878,materials,1,23170
11815,22878,materials,1,23128
11816,22878,materials,1,23129
11817,22878,materials,1,23130
11818,22878,materials,1,23131
11819,22878,materials,1,23132
11820,22880,products,1,22879
11821,22880,skills,5,3380
11822,22880,skills,2,23124
11823,22880,materials,2,23169
11824,22880,materials,6013,34
11825,22880,materials,4514,35
11826,22880,materials,1612,36
11827,22880,materials,2,39
11828,22880,materials,2,40
11829,22880,materials,1,23172
11830,22880,materials,3,23139
11831,22880,materials,2,23129
11832,22882,products,1,22881
11833,22882,skills,5,3380
11834,22882,skills,2,23124
11835,22882,materials,1,23169
11836,22882,materials,10178,34
11837,22882,materials,6494,35
11838,22882,materials,7,36
11839,22882,materials,3,38
11840,22882,materials,2,40
11841,22882,materials,3,23139
11842,22882,materials,1,23129
11843,22884,products,1,22883
11844,22884,skills,5,3380
11845,22884,skills,2,23124
11846,22884,materials,1,23169
11847,22884,materials,10178,34
11848,22884,materials,6494,35
11849,22884,materials,7,36
11850,22884,materials,3,38
11851,22884,materials,2,40
11852,22884,materials,3,23139
11853,22884,materials,1,23129
11854,22886,materials,71,34
11855,22886,materials,24,35
11856,22886,materials,1,36
11857,22886,products,1,22885
11858,22888,products,1,22887
11859,22888,skills,5,3380
11860,22888,skills,1,23124
11861,22888,materials,1,23168
11862,22888,materials,858,34
11863,22888,materials,288,35
11864,22888,materials,4,40
11865,22888,materials,1,23138
11866,22888,materials,1,23171
11867,22888,materials,1,23128
11868,22890,products,1,22889
11869,22890,skills,5,3380
11870,22890,skills,3,23124
11871,22890,materials,2271,34
11872,22890,materials,1063,35
11873,22890,materials,906,36
11874,22890,materials,1,37
11875,22890,materials,4,38
11876,22890,materials,1,23138
11877,22890,materials,1,23170
11878,22890,materials,1,23128
11879,22890,materials,1,23140
11880,22890,materials,1,23130
11881,22892,products,1,22891
11882,22892,skills,5,3380
11883,22892,skills,5,23124
11884,22892,materials,4662,34
11885,22892,materials,1857,35
11886,22892,materials,1027,36
11887,22892,materials,44,37
11888,22892,materials,51,38
11889,22892,materials,1,23142
11890,22892,materials,1,23171
11891,22892,materials,1,23172
11892,22892,materials,2,23132
11893,22894,products,1,22893
11894,22894,skills,5,3380
11895,22894,skills,2,23124
11896,22894,materials,1,23168
11897,22894,materials,1,23169
11898,22894,materials,1062,34
11899,22894,materials,2,35
11900,22894,materials,53,36
11901,22894,materials,3,38
11902,22894,materials,1,23138
11903,22894,materials,1,23139
11904,22894,materials,1,23128
11905,22894,materials,1,23129
11906,22896,products,1,22895
11907,22896,skills,5,3380
11908,22896,skills,3,23124
11909,22896,materials,2,23170
11910,22896,materials,236,34
11911,22896,materials,3413,35
11912,22896,materials,2,23130
11913,22896,materials,2,23139
11914,22898,products,1,22897
11915,22898,skills,5,3380
11916,22898,skills,3,23124
11917,22898,materials,2,23170
11918,22898,materials,236,34
11919,22898,materials,3413,35
11920,22898,materials,2,23130
11921,22898,materials,2,23139
11922,22900,products,1,22899
11923,22900,skills,5,3380
11924,22900,skills,1,23121
11925,22900,materials,996,34
11926,22900,materials,300,35
11927,22900,materials,2,39
11928,22900,materials,2,23153
11929,22900,materials,1,23163
11930,22902,products,1,22901
11931,22902,skills,5,3380
11932,22902,skills,1,23121
11933,22902,materials,1667,34
11934,22902,materials,144,35
11935,22902,materials,83,36
11936,22902,materials,22,37
11937,22902,materials,3,23153
11938,22902,materials,1,23163
11939,22904,products,1,22903
11940,22904,skills,5,3380
11941,22904,skills,1,23121
11942,22904,materials,1596,34
11943,22904,materials,690,35
11944,22904,materials,144,36
11945,22904,materials,1,23153
11946,22904,materials,2,23163
11947,22906,products,1,22905
11948,22906,skills,5,3380
11949,22906,skills,3,23121
11950,22906,materials,4453,34
11951,22906,materials,1287,35
11952,22906,materials,1199,36
11953,22906,materials,2,40
11954,22906,materials,2,23153
11955,22906,materials,3,23163
11956,22908,products,1,22907
11957,22908,skills,5,3380
11958,22908,skills,3,23121
11959,22908,materials,4529,34
11960,22908,materials,1643,35
11961,22908,materials,2413,36
11962,22908,materials,1,38
11963,22908,materials,3,23153
11964,22908,materials,1,23155
11965,22908,materials,2,23165
11966,22908,materials,1,23166
11967,22910,products,1,22909
11968,22910,skills,5,3380
11969,22910,skills,3,23121
11970,22910,materials,9089,34
11971,22910,materials,2786,35
11972,22910,materials,2827,36
11973,22910,materials,14,37
11974,22910,materials,1,38
11975,22910,materials,2,23155
11976,22910,materials,3,23165
11977,22912,products,1,22911
11978,22912,skills,5,3380
11979,22912,skills,5,23121
11980,22912,materials,45551,34
11981,22912,materials,12150,35
11982,22912,materials,6060,36
11983,22912,materials,1596,37
11984,22912,materials,126,38
11985,22912,materials,16,39
11986,22912,materials,1,23157
11987,22912,materials,2,23167
11988,22914,products,1,22913
11989,22914,skills,5,3380
11990,22914,skills,5,23121
11991,22914,materials,68307,34
11992,22914,materials,17839,35
11993,22914,materials,7197,36
11994,22914,materials,1951,37
11995,22914,materials,234,38
11996,22914,materials,12,39
11997,22914,materials,26,40
11998,22914,materials,2,23155
11999,22914,materials,2,23157
12000,22914,materials,3,23167
12001,22916,products,1,22915
12002,22916,skills,5,3380
12003,22916,skills,5,23121
12004,22916,materials,91067,34
12005,22916,materials,23527,35
12006,22916,materials,8613,36
12007,22916,materials,2294,37
12008,22916,materials,324,38
12009,22916,materials,18,39
12010,22916,materials,52,40
12011,22916,materials,3,23157
12012,22916,materials,4,23167
12013,22918,products,1,22917
12014,22918,skills,5,3380
12015,22918,skills,2,23121
12016,22918,materials,8050,34
12017,22918,materials,1459,35
12018,22918,materials,3,23164
12019,22918,materials,1,23154
12020,22920,products,1,22919
12021,22920,skills,4,23121
12022,22920,skills,5,3380
12023,22920,materials,3,23164
12024,22920,materials,4,23154
12025,22920,materials,4,23166
12026,22920,materials,1459,35
12027,22920,materials,8050,34
12028,22922,products,1,22921
12029,22922,skills,5,3380
12030,22922,skills,1,23124
12031,22922,materials,1,23169
12032,22922,materials,1324,34
12033,22922,materials,481,35
12034,22922,materials,119,36
12035,22922,materials,1,23142
12036,22922,materials,3,23139
12037,22922,materials,2,23128
12038,22922,materials,1,23129
12039,22924,products,1,22923
12040,22924,skills,5,3380
12041,22924,skills,2,23124
12042,22924,materials,2,23169
12043,22924,materials,1324,34
12044,22924,materials,481,35
12045,22924,materials,119,36
12046,22924,materials,3,23139
12047,22924,materials,3,23128
12048,22924,materials,3,23129
12049,22926,products,1,22925
12050,22926,skills,4,23124
12051,22926,skills,5,3380
12052,22926,materials,1,23129
12053,22926,materials,1,23141
12054,22926,materials,1,23169
12055,22926,materials,2,23131
12056,22926,materials,2,23139
12057,22926,materials,2,23154
12058,22926,materials,2,23164
12059,22926,materials,2,23166
12060,22926,materials,2,23171
12061,22926,materials,3,23156
12062,22926,materials,34,36
12063,22926,materials,3998,35
12064,22926,materials,5662,34
12065,22928,products,1,22927
12066,22928,skills,5,3380
12067,22928,skills,2,23121
12068,22928,materials,2,40
12069,22928,materials,949,34
12070,22928,materials,1,23164
12071,22928,materials,3,23154
12072,22930,products,1,22929
12073,22930,skills,5,3380
12074,22930,skills,4,23121
12075,22930,materials,949,34
12076,22930,materials,2,40
12077,22930,materials,2,23154
12078,22930,materials,2,23156
12079,22930,materials,2,23164
12080,22930,materials,2,23166
12081,22930,materials,1,23167
12082,22932,products,1,22931
12083,22932,skills,4,23121
12084,22932,skills,5,3380
12085,22932,materials,1,23164
12086,22932,materials,2,23156
12087,22932,materials,3,37
12088,22932,materials,3,23154
12089,22932,materials,3,23166
12090,22932,materials,4,40
12091,22932,materials,154,35
12092,22932,materials,370,36
12093,22932,materials,716,34
12094,22934,products,1,22933
12095,22934,skills,4,23121
12096,22934,skills,5,3380
12097,22934,materials,1,23164
12098,22934,materials,2,23156
12099,22934,materials,3,37
12100,22934,materials,3,23154
12101,22934,materials,3,23166
12102,22934,materials,4,40
12103,22934,materials,154,35
12104,22934,materials,370,36
12105,22934,materials,716,34
12106,22936,products,1,22935
12107,22936,skills,5,3380
12108,22936,skills,2,23121
12109,22936,materials,3814,34
12110,22936,materials,3163,35
12111,22936,materials,3,36
12112,22936,materials,2,37
12113,22936,materials,2,23154
12114,22936,materials,2,23164
12115,22938,products,1,22937
12116,22938,skills,4,23121
12117,22938,skills,5,3380
12118,22938,materials,1,23156
12119,22938,materials,2,37
12120,22938,materials,2,23154
12121,22938,materials,2,23164
12122,22938,materials,2,23166
12123,22938,materials,3,36
12124,22938,materials,3163,35
12125,22938,materials,3814,34
12126,22940,products,1,22925
12127,22940,skills,4,23124
12128,22940,skills,5,3380
12129,22940,materials,1,23129
12130,22940,materials,1,23141
12131,22940,materials,1,23169
12132,22940,materials,2,23131
12133,22940,materials,2,23139
12134,22940,materials,2,23154
12135,22940,materials,2,23164
12136,22940,materials,2,23166
12137,22940,materials,2,23171
12138,22940,materials,3,23156
12139,22940,materials,34,36
12140,22940,materials,3998,35
12141,22940,materials,5662,34
12142,22942,products,1,22925
12143,22942,skills,2,23121
12144,22942,skills,5,3380
12145,22942,materials,1,23153
12146,22942,materials,2,23154
12147,22942,materials,2,23164
12148,22942,materials,34,36
12149,22942,materials,3998,35
12150,22942,materials,5662,34
12151,22944,products,1,22943
12152,22944,skills,5,3380
12153,22944,skills,2,23121
12154,22944,materials,252,34
12155,22944,materials,766,35
12156,22944,materials,1053,36
12157,22944,materials,119,37
12158,22944,materials,3,23154
12159,22944,materials,1,23164
12160,22946,products,1,22945
12161,22946,skills,5,3380
12162,22946,skills,4,23121
12163,22946,materials,252,34
12164,22946,materials,766,35
12165,22946,materials,1053,36
12166,22946,materials,119,37
12167,22946,materials,1,23154
12168,22946,materials,3,23156
12169,22946,materials,2,23164
12170,22946,materials,2,23166
12171,22948,products,1,22947
12172,22948,skills,5,3380
12173,22948,skills,1,23124
12174,22948,materials,1,23168
12175,22948,materials,2,23138
12176,22948,materials,3,35
12177,22948,materials,112,36
12178,22948,materials,1,37
12179,22948,materials,896,34
12180,22948,materials,2,23128
12181,22950,products,1,22949
12182,22950,skills,5,3380
12183,22950,skills,3,23124
12184,22950,materials,1,23138
12185,22950,materials,924,35
12186,22950,materials,108,36
12187,22950,materials,1506,34
12188,22950,materials,2,23170
12189,22950,materials,1,23128
12190,22950,materials,2,23140
12191,22950,materials,3,23130
12192,22952,products,1,23416
12193,22952,skills,5,3380
12194,22952,skills,5,23124
12195,22952,materials,1,36
12196,22952,materials,1,23130
12197,22952,materials,2,23132
12198,22952,materials,2,23140
12199,22952,materials,2,23142
12200,22952,materials,2,23172
12201,22952,materials,3256,35
12202,22952,materials,4318,34
12203,22954,products,1,22953
12204,22954,skills,5,3380
12205,22954,skills,2,23124
12206,22954,materials,1,23168
12207,22954,materials,1,23169
12208,22954,materials,2,23138
12209,22954,materials,658,35
12210,22954,materials,2,36
12211,22954,materials,4,37
12212,22954,materials,1,38
12213,22954,materials,4,39
12214,22954,materials,3,23139
12215,22954,materials,1,23128
12216,22954,materials,2,23129
12217,23056,products,1,23055
12218,23056,skills,1,3380
12219,23056,skills,1,22242
12220,23056,materials,6,37
12221,23056,materials,400,40
12222,23056,materials,500,39
12223,23056,materials,900,38
12224,23056,materials,15000,36
12225,23056,materials,45000,35
12226,23056,materials,165000,34
12227,23058,products,1,23057
12228,23058,skills,1,3380
12229,23058,skills,1,22242
12230,23058,materials,400,40
12231,23058,materials,500,39
12232,23058,materials,900,38
12233,23058,materials,6000,37
12234,23058,materials,15000,36
12235,23058,materials,45000,35
12236,23058,materials,165000,34
12237,23060,products,1,23059
12238,23060,skills,1,3380
12239,23060,skills,1,22242
12240,23060,materials,400,40
12241,23060,materials,500,39
12242,23060,materials,900,38
12243,23060,materials,6000,37
12244,23060,materials,15000,36
12245,23060,materials,45000,35
12246,23060,materials,165000,34
12247,23062,products,1,23061
12248,23062,skills,1,3380
12249,23062,skills,1,22242
12250,23062,materials,400,40
12251,23062,materials,500,39
12252,23062,materials,900,38
12253,23062,materials,6000,37
12254,23062,materials,15000,36
12255,23062,materials,45000,35
12256,23062,materials,165000,34
12257,23072,products,1,23071
12258,23072,skills,1,3380
12259,23072,materials,4,35
12260,23072,materials,3,37
12261,23072,materials,3,38
12262,23072,materials,1,39
12263,23415,products,1,23414
12264,23415,skills,5,3380
12265,23415,skills,1,23124
12266,23415,materials,1,23168
12267,23415,materials,2,23138
12268,23415,materials,3,35
12269,23415,materials,112,36
12270,23415,materials,1,37
12271,23415,materials,896,34
12272,23415,materials,2,23128
12273,23417,products,1,23416
12274,23417,skills,5,3380
12275,23417,skills,5,23124
12276,23417,materials,896,34
12277,23417,materials,3,35
12278,23417,materials,112,36
12279,23417,materials,1,37
12280,23417,materials,1,23142
12281,23417,materials,1,23138
12282,23417,materials,1,23172
12283,23417,materials,1,23139
12284,23417,materials,1,23140
12285,23417,materials,3,23130
12286,23417,materials,1,23132
12287,23417,materials,1,23141
12288,23419,products,1,23418
12289,23419,skills,5,3380
12290,23419,skills,3,23124
12291,23419,materials,1,23168
12292,23419,materials,1,23169
12293,23419,materials,1062,34
12294,23419,materials,2,35
12295,23419,materials,53,36
12296,23419,materials,3,38
12297,23419,materials,2,23138
12298,23419,materials,1,23139
12299,23419,materials,2,23128
12300,23419,materials,2,23129
12301,23474,products,1,23473
12302,23474,skills,1,3380
12303,23474,materials,5947,34
12304,23474,materials,729,35
12305,23474,materials,47,37
12306,23474,materials,27,38
12307,23474,materials,18,39
12308,23507,products,1,23506
12309,23507,skills,1,3380
12310,23507,materials,8,40
12311,23507,materials,258,34
12312,23507,materials,4964,35
12313,23507,materials,2,38
12314,23511,products,1,23510
12315,23511,skills,1,3380
12316,23511,materials,8516,34
12317,23511,materials,627,36
12318,23511,materials,9,37
12319,23511,materials,2,38
12320,23511,materials,8,39
12321,23511,materials,4,40
12322,23513,products,1,23512
12323,23513,skills,1,3380
12324,23513,materials,7120,34
12325,23513,materials,896,35
12326,23513,materials,73,37
12327,23513,materials,9,38
12328,23513,materials,8,39
12329,23524,products,1,23523
12330,23524,skills,1,3380
12331,23524,materials,10973,34
12332,23524,materials,830,35
12333,23524,materials,299,36
12334,23524,materials,450,37
12335,23524,materials,30,38
12336,23526,products,1,23525
12337,23526,skills,1,3380
12338,23526,materials,18,40
12339,23526,materials,516,34
12340,23526,materials,9929,35
12341,23526,materials,4,38
12342,23528,products,1,23527
12343,23528,skills,1,3380
12344,23528,materials,5556,34
12345,23528,materials,2222,35
12346,23528,materials,61,36
12347,23528,materials,2,37
12348,23528,materials,2,38
12349,23528,materials,112,39
12350,23528,materials,22,40
12351,23534,products,1,23533
12352,23534,skills,1,3380
12353,23534,materials,2,40
12354,23534,materials,444,34
12355,23534,materials,111,35
12356,23537,products,1,23536
12357,23537,skills,1,3380
12358,23537,materials,7120,34
12359,23537,materials,896,35
12360,23537,materials,73,37
12361,23537,materials,9,38
12362,23537,materials,8,39
12363,23560,products,1,23559
12364,23560,skills,1,3380
12365,23560,materials,18,40
12366,23560,materials,516,34
12367,23560,materials,9929,35
12368,23560,materials,4,38
12369,23562,products,1,23561
12370,23562,skills,1,3380
12371,23562,materials,18,40
12372,23562,materials,516,34
12373,23562,materials,9929,35
12374,23562,materials,4,38
12375,23564,products,1,23563
12376,23564,skills,1,3380
12377,23564,materials,18,40
12378,23564,materials,516,34
12379,23564,materials,9929,35
12380,23564,materials,4,38
12381,23660,products,1,23659
12382,23660,skills,1,3380
12383,23660,materials,471,34
12384,23660,materials,4,36
12385,23660,materials,2,38
12386,23703,products,1,23702
12387,23703,skills,1,3380
12388,23703,materials,3133,34
12389,23703,materials,160,35
12390,23703,materials,154,36
12391,23703,materials,1,37
12392,23703,materials,8,38
12393,23703,materials,2,39
12394,23706,products,1,23705
12395,23706,skills,1,3380
12396,23706,materials,2631,34
12397,23706,materials,542,35
12398,23706,materials,113,36
12399,23706,materials,4,39
12400,23708,products,1,23707
12401,23708,skills,1,3380
12402,23708,materials,538,34
12403,23708,materials,69,35
12404,23708,materials,4,37
12405,23708,materials,2,38
12406,23710,products,1,23709
12407,23710,skills,1,3380
12408,23710,materials,2747,34
12409,23710,materials,208,35
12410,23710,materials,76,36
12411,23710,materials,116,37
12412,23710,materials,7,38
12413,23712,products,1,23711
12414,23712,skills,1,3380
12415,23712,materials,378,34
12416,23712,materials,62,35
12417,23712,materials,23,36
12418,23712,materials,19,37
12419,23712,materials,2,38
12420,23714,products,1,23713
12421,23714,skills,1,3380
12422,23714,materials,3413,34
12423,23714,materials,2,35
12424,23714,materials,224,36
12425,23714,materials,11,37
12426,23714,materials,4,39
12427,23716,products,1,23715
12428,23716,skills,1,3380
12429,23716,materials,509,34
12430,23716,materials,7,35
12431,23716,materials,4,37
12432,23716,materials,2,38
12433,23718,products,1,23717
12434,23718,skills,1,3380
12435,23718,materials,7,38
12436,23718,materials,76,36
12437,23718,materials,116,37
12438,23718,materials,208,35
12439,23718,materials,2747,34
12440,23720,products,1,23719
12441,23720,skills,1,3380
12442,23720,materials,378,34
12443,23720,materials,62,35
12444,23720,materials,23,36
12445,23720,materials,19,37
12446,23720,materials,2,38
12447,23722,products,1,23721
12448,23722,skills,1,3380
12449,23722,materials,2724,34
12450,23722,materials,300,35
12451,23722,materials,187,36
12452,23722,materials,4,37
12453,23722,materials,4,38
12454,23724,products,1,23723
12455,23724,skills,1,3380
12456,23724,materials,951,34
12457,23724,materials,7,35
12458,23724,materials,7,36
12459,23724,materials,4,38
12460,23726,products,1,23725
12461,23726,skills,1,3380
12462,23726,materials,3133,34
12463,23726,materials,160,35
12464,23726,materials,154,36
12465,23726,materials,1,37
12466,23726,materials,8,38
12467,23726,materials,2,39
12468,23728,products,1,23727
12469,23728,skills,1,3380
12470,23728,materials,471,34
12471,23728,materials,4,36
12472,23728,materials,2,38
12473,23730,products,1,23729
12474,23730,skills,1,3380
12475,23730,materials,2724,34
12476,23730,materials,300,35
12477,23730,materials,187,36
12478,23730,materials,4,37
12479,23730,materials,4,38
12480,23732,products,1,23731
12481,23732,skills,1,3380
12482,23732,materials,951,34
12483,23732,materials,7,35
12484,23732,materials,7,36
12485,23732,materials,4,38
12486,23736,products,1,23735
12487,23736,skills,1,3380
12488,23736,materials,4143618,34
12489,23736,materials,1012707,35
12490,23736,materials,334889,36
12491,23736,materials,58698,37
12492,23736,materials,17342,38
12493,23736,materials,4934,39
12494,23736,materials,4378,40
12495,23758,products,1,23757
12496,23758,skills,3,22242
12497,23758,materials,5,21009
12498,23758,materials,7,21013
12499,23758,materials,10,21017
12500,23758,materials,3,21019
12501,23758,materials,3,21021
12502,23758,materials,4,21023
12503,23758,materials,4,21025
12504,23758,materials,30,21029
12505,23758,materials,5,21035
12506,23758,materials,5,21037
12507,23758,materials,10,24558
12508,23758,materials,4,24560
12509,23758,materials,100,57470
12510,23758,materials,5,57474
12511,23758,materials,1600,57478
12512,23758,materials,800,57486
12513,23758,materials,1,57487
12514,23758,materials,1,57488
12515,23760,products,1,23759
12516,23760,skills,1,3380
12517,23760,materials,8,40
12518,23760,materials,258,34
12519,23760,materials,4964,35
12520,23760,materials,2,38
12521,23774,products,1,23773
12522,23774,skills,5,22242
12523,23774,materials,100,21009
12524,23774,materials,400,21011
12525,23774,materials,100,21013
12526,23774,materials,300,21017
12527,23774,materials,300,21019
12528,23774,materials,400,21021
12529,23774,materials,150,21023
12530,23774,materials,400,21025
12531,23774,materials,200,21035
12532,23774,materials,200,21037
12533,23774,materials,556,24545
12534,23774,materials,556,24547
12535,23774,materials,556,24556
12536,23774,materials,556,24558
12537,23774,materials,556,24560
12538,23774,materials,500,57473
12539,23774,materials,500,57477
12540,23774,materials,5000,57478
12541,23774,materials,2500,57486
12542,23774,materials,40,57487
12543,23774,materials,1,57489
12544,23784,products,1,23783
12545,23784,skills,5,3380
12546,23784,skills,1,23123
12547,23784,materials,751,34
12548,23784,materials,226,35
12549,23784,materials,311,36
12550,23784,materials,43,37
12551,23784,materials,2,38
12552,23784,materials,2,39
12553,23784,materials,2,23143
12554,23784,materials,1,23133
12555,23784,materials,1,23173
12556,23786,products,1,23785
12557,23786,skills,5,3380
12558,23786,skills,5,23123
12559,23786,materials,2,23137
12560,23786,materials,18938,34
12561,23786,materials,18012,35
12562,23786,materials,13619,36
12563,23786,materials,877,37
12564,23786,materials,2,39
12565,23786,materials,12,40
12566,23786,materials,2,23145
12567,23786,materials,4,23147
12568,23786,materials,3,23175
12569,23786,materials,2,23177
12570,23786,materials,6,23133
12571,23786,materials,1,23135
12572,23788,products,1,23787
12573,23788,skills,5,3380
12574,23788,skills,3,23123
12575,23788,materials,5244,34
12576,23788,materials,3160,35
12577,23788,materials,842,36
12578,23788,materials,20,38
12579,23788,materials,6,39
12580,23788,materials,2,40
12581,23788,materials,1,23145
12582,23788,materials,2,23143
12583,23788,materials,2,23175
12584,23788,materials,1,23133
12585,23788,materials,1,23135
12586,23790,products,1,23789
12587,23790,skills,5,3380
12588,23790,skills,3,23123
12589,23790,materials,10591,34
12590,23790,materials,6983,35
12591,23790,materials,2503,36
12592,23790,materials,1,37
12593,23790,materials,12,39
12594,23790,materials,2,40
12595,23790,materials,1,23145
12596,23790,materials,2,23143
12597,23790,materials,3,23175
12598,23790,materials,2,23133
12599,23790,materials,1,23134
12600,23790,materials,2,23135
12601,23792,products,1,23791
12602,23792,skills,5,3380
12603,23792,skills,1,23123
12604,23792,materials,1982,34
12605,23792,materials,98,35
12606,23792,materials,181,36
12607,23792,materials,2,23173
12608,23792,materials,1,38
12609,23792,materials,1,23143
12610,23792,materials,1,23133
12611,23794,products,1,23793
12612,23794,skills,5,3380
12613,23794,skills,5,23123
12614,23794,materials,1,23137
12615,23794,materials,12218,34
12616,23794,materials,11594,35
12617,23794,materials,8360,36
12618,23794,materials,231,37
12619,23794,materials,6,38
12620,23794,materials,1,23175
12621,23794,materials,6,40
12622,23794,materials,1,23145
12623,23794,materials,1,23147
12624,23794,materials,1,23177
12625,23794,materials,3,23133
12626,23794,materials,1,23135
12627,23796,products,1,23795
12628,23796,skills,5,3380
12629,23796,skills,1,23123
12630,23796,materials,858,34
12631,23796,materials,288,35
12632,23796,materials,2,23173
12633,23796,materials,1,23143
12634,23796,materials,4,40
12635,23796,materials,2,23133
12636,23798,products,1,23797
12637,23798,skills,5,3380
12638,23798,skills,3,23123
12639,23798,materials,2271,34
12640,23798,materials,1063,35
12641,23798,materials,906,36
12642,23798,materials,1,37
12643,23798,materials,4,38
12644,23798,materials,2,23175
12645,23798,materials,2,23145
12646,23798,materials,3,23133
12647,23798,materials,2,23135
12648,23800,products,1,23799
12649,23800,skills,5,3380
12650,23800,skills,5,23123
12651,23800,materials,1,23137
12652,23800,materials,4662,34
12653,23800,materials,1857,35
12654,23800,materials,1027,36
12655,23800,materials,44,37
12656,23800,materials,51,38
12657,23800,materials,3,23175
12658,23800,materials,2,23145
12659,23800,materials,1,23147
12660,23800,materials,1,23177
12661,23800,materials,2,23133
12662,23800,materials,1,23135
12663,23802,products,1,23801
12664,23802,skills,5,3380
12665,23802,skills,2,23123
12666,23802,materials,684,34
12667,23802,materials,427,35
12668,23802,materials,153,36
12669,23802,materials,2,37
12670,23802,materials,2,38
12671,23802,materials,1,23144
12672,23802,materials,1,23174
12673,23802,materials,1,23134
12674,23804,products,1,23803
12675,23804,skills,5,3380
12676,23804,skills,2,23123
12677,23804,materials,1338,34
12678,23804,materials,1058,35
12679,23804,materials,493,36
12680,23804,materials,2,37
12681,23804,materials,1,38
12682,23804,materials,2,23143
12683,23804,materials,3,23145
12684,23804,materials,2,23174
12685,23804,materials,2,23134
12686,23806,products,1,23805
12687,23806,skills,5,3380
12688,23806,skills,4,23123
12689,23806,materials,2,23136
12690,23806,materials,4574,34
12691,23806,materials,1734,35
12692,23806,materials,1307,36
12693,23806,materials,2,23174
12694,23806,materials,4,39
12695,23806,materials,1,23144
12696,23806,materials,2,23146
12697,23806,materials,1,23176
12698,23806,materials,1,23133
12699,23806,materials,4,23134
12700,23808,products,1,23807
12701,23808,skills,5,3380
12702,23808,skills,2,23123
12703,23808,materials,2,40
12704,23808,materials,277,34
12705,23808,materials,2,23174
12706,23808,materials,2,23134
12707,23808,materials,6,38
12708,23810,products,1,23809
12709,23810,skills,5,3380
12710,23810,skills,2,23123
12711,23810,materials,1,23136
12712,23810,materials,242,34
12713,23810,materials,148,35
12714,23810,materials,569,36
12715,23810,materials,1,23174
12716,23810,materials,2,39
12717,23810,materials,2,40
12718,23810,materials,1,23176
12719,23810,materials,1,23146
12720,23810,materials,1,23144
12721,23810,materials,2,23134
12722,23812,products,1,23811
12723,23812,skills,5,3380
12724,23812,skills,4,23123
12725,23812,materials,2,23136
12726,23812,materials,1677,34
12727,23812,materials,561,35
12728,23812,materials,488,36
12729,23812,materials,404,37
12730,23812,materials,6,38
12731,23812,materials,2,23144
12732,23812,materials,1,23146
12733,23812,materials,2,23174
12734,23812,materials,2,23176
12735,23812,materials,2,23134
12736,23814,products,1,23813
12737,23814,skills,5,3380
12738,23814,skills,2,23087
12739,23814,materials,763,34
12740,23814,materials,321,35
12741,23814,materials,412,36
12742,23814,materials,2,40
12743,23814,materials,3,23149
12744,23814,materials,2,23159
12745,23816,products,1,23815
12746,23816,skills,5,3380
12747,23816,skills,1,23087
12748,23816,materials,520,34
12749,23816,materials,39,35
12750,23816,materials,198,36
12751,23816,materials,96,37
12752,23816,materials,2,39
12753,23816,materials,2,40
12754,23816,materials,1,23149
12755,23816,materials,1,23158
12756,23818,products,1,23817
12757,23818,skills,5,3380
12758,23818,skills,1,23087
12759,23818,materials,1484,34
12760,23818,materials,211,35
12761,23818,materials,397,36
12762,23818,materials,198,37
12763,23818,materials,40,39
12764,23818,materials,6,40
12765,23818,materials,3,23149
12766,23818,materials,1,23159
12767,23818,materials,1,23161
12768,23820,products,1,23819
12769,23820,skills,5,3380
12770,23820,skills,5,23087
12771,23820,materials,1486,34
12772,23820,materials,1486,35
12773,23820,materials,1486,36
12774,23820,materials,1486,37
12775,23820,materials,100,39
12776,23820,materials,48,40
12777,23820,materials,2,23149
12778,23820,materials,1,23151
12779,23820,materials,1,23152
12780,23820,materials,2,23159
12781,23820,materials,1,23161
12782,23822,products,1,23821
12783,23822,skills,5,3380
12784,23822,skills,1,23087
12785,23822,materials,2093,34
12786,23822,materials,1532,35
12787,23822,materials,22,36
12788,23822,materials,138,37
